Card ID,Name,Type,Deck,Players,Cost,Prerequisite,Card Text,Bonus Points,banned,is_no,dealt,drafted,played,won,ADP,play_ratio,win_ratio,PWR,PWR_no_log,PWR_normalized
E204,Master Shepherd,Occupation,E,4+,,,"Place 1 sheep on each of the next 3 Round spaces. At the start of these rounds, take the sheep.",,False,True,869.0,701.0,389.0,107.0,5.25,0.4476409666,0.2750642674,1.76,1.6549978933,
740,Mastersower,Occupation,G7,,,,,,False,False,172.0,172.0,162.0,52.0,2.03,0.9418604651,0.3209876543,4.32,4.3189368771,
WM037,Master Stableman,Occupation,Wm,,,,"Whenever you use a person’s action to take 2 or more animals from an Accumulation space, you can also build up to 2 stables, at a cost of 1 Wood each, before taking the animals.",,False,True,841.0,817.0,630.0,144.0,3.17,0.7491082045,0.2285714286,2.45,2.4150064306,
G44918,Master Tanner,Occupation,G4,,,,"Whenever you convert Wild boar or Cattle into Food, you may place 1 Food from your supply on this card for each animal. Once during the game, when there is Food on this card equal to the number of your rooms, play your next ”Family growth” action as ”Family growth even without room”.",,False,True,774.0,732.0,431.0,111.0,3.56,0.5568475452,0.2575406032,2.05,1.9821785078,
G039,Mathematician,Occupation,G,,,,"From round 6 on, if there are wood spaces with the same amount of wood after refilling each round (at the end of phase 2), you can take 1 wood from one of those spaces. This also applies to clay action spaces. In 5-player game, this also applies to stone action spaces. You can take only 1 resource per round.",,False,False,381.0,193.0,77.0,20.0,5.77,0.2020997375,0.2597402597,0.75,0.7109500923,
U007,Mattock,Minor Improvement,Unassigned,,1W,,"Whenever you receive Reed or Stone from an Action space, you receive 1 additional Clay.",,False,True,726.0,646.0,486.0,139.0,3.98,0.6694214876,0.2860082305,2.74,2.6676092333,
U014,Mayor Candidate,Occupation,Unassigned,,,,"When you play this card, you receive 2 Wood and 2 Stone. At the end of the game, you receive 1 Negative point for each Wood and each Stone in your supply. (You can’t return building resources to the supply without reason.)",,False,False,,,,,,,,,,
746,Mayorcandidate2,Occupation,Unassigned,,,,,,False,True,679.0,585.0,438.0,144.0,4.16,0.6450662739,0.3287671233,3.03,2.9604950298,
G78855,Mbaba Mwana,Occupation,G7,,,,"When you Plow your 4th / 7th Field, you immediately receive a ”Family Growth with room” action / ”Family Growth without room” action.",,False,True,287.0,278.0,184.0,60.0,2.67,0.6411149826,0.3260869565,2.99,2.9054039431,
G45602,Meadow,Minor Improvement,G4,,,1 animal of each type,The edge of your farm now forms a natural border for pastures. (This does not count as building fences or taking a ”Fences” action.),,False,True,785.0,682.0,514.0,211.0,3.7,0.6547770701,0.4105058366,3.84,3.787560676,
G088,Meat Pie,Minor Improvement,G,,2 Grain / 1 Animal,1 Occupation,"Whenever you bake 1 or more grain into bread, you may pay 1 additional grain and 1 animal for 3 Bonus points. When you play this card, you may also take the ”Bake bread” action.",1,False,False,167.0,157.0,101.0,40.0,2.32,0.6047904192,0.396039604,3.42,3.3200924883,
E162,Meat Seller,Occupation,E,1+,,,"If you have an Oven, you can change your animals into food at any time. Take 2 food for each sheep, 3 for each wild boar and 4 for each cattle marker.",,False,True,830.0,271.0,81.0,19.0,6.02,0.0975903614,0.2345679012,0.33,0.2624253628,
G56468,Melon Patch,Minor Improvement,G5,,,2 Occupations,"When you Sow, you can plant Vegetables on this card as though it were field. When you harvest the last Vegetable on this card, you may Plow 1 field. (This card does nor count as field when scoring.)",,False,True,908.0,797.0,707.0,226.0,2.86,0.7786343612,0.3196605375,3.56,3.5154612288,
G56298,Menagerie,Minor Improvement,G5,,,3 Occupations,"Whenever you receive an animal of a type you don’t have on your farm, you receive 1 Food.",1,False,True,841.0,756.0,621.0,201.0,3.63,0.7384066587,0.3236714976,3.41,3.381314269,
E153,Mendicant,Occupation,E,1+,,,"At the end of the game, you can discard up to 2 Begging cards without losing points for them.",,False,True,830.0,484.0,218.0,69.0,5.9,0.2626506024,0.3165137615,1.19,1.1167869381,
E179,Merchant,Occupation,E,1+,,,"Whenever you use the 'Minor Improvement' or 'Minor or Major Improvement' action, you can pay 1 food to use the action a second time.",,False,True,904.0,361.0,140.0,43.0,6.11,0.1548672566,0.3071428571,0.68,0.6455436157,
G45080,Merchant Plowman,Occupation,G4,,,,"The Joinery is a now a Minor Improvement for you. Whenever you use the Joinery, Sawmill, or Cabinetmaker to convert 1 or more Wood to Food during the Harvest, you may pay 1 Food to Plow 1 field.",,False,True,793.0,756.0,565.0,182.0,3.82,0.7124842371,0.3221238938,3.28,3.2322646163,
756,Meteorite,Minor Improvement,G6,,,,,,False,False,542.0,212.0,120.0,25.0,5.87,0.221402214,0.2083333333,0.66,0.5930416447,
G68507,Meticulous Men,Occupation,G6,,,,"Place 8 Food from the supply on this card. Each time your Family members take exactly 2 goods from an Accumulation space, you also take 1 Food from this card. You score 2 Bonus points if there is no Food on this card at the end of the game.",,False,True,552.0,354.0,206.0,49.0,5.28,0.3731884058,0.2378640777,1.27,1.2065569157,
G42864,Midnight Fencer,Occupation,G4,,,,"At the start of the final Harvest, you may take up to 2 of each other player’s unused fences and build them on your farm without paying Wood. (After you do this, your farm may have more than 15 built fences.) Native (tmp4) Whenever you use the ”Plow 1 Field” or ”Sow and/ or Bake Bread” Action spaces, you receive 1 Reed.",,True,False,765.0,393.0,171.0,61.0,6.04,0.2235294118,0.3567251462,1.14,1.0591839075,
I232,Midwife,Occupation,I,4+,,,"Whenever another player has a larger family than you after having offspring, you receive 1 food. If s/he has at least 2 more family members than you, you receive 2 food.",,True,False,532.0,80.0,27.0,8.0,6.45,0.0507518797,0.2962962963,0.21,0.1829971755,
G089,Migrant Workers,Minor Improvement,G,,2W,1 Occupation,"Whenever you use the ”Day Labourer” action space, you may immediately afterward pay 1 food to plow 1 field.",,False,False,437.0,382.0,301.0,68.0,3.32,0.6887871854,0.2259136213,2.22,2.1564817721,
G55050,Milkcan,Minor Improvement,G5,,,,"You immediately receive 2 Food for each different type of animal on your farmyard. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,759.0,544.0,392.0,114.0,5.44,0.5164690382,0.2908163265,2.15,0.0054736745,
762,Milkingbucketv2,Minor Improvement,G7,,,,,,False,False,136.0,114.0,86.0,30.0,4.8,0.6323529412,0.3488372093,3.15,3.1512605042,
I246,Milking Hand,Occupation,I,4+,,,"In the Field phase of the Harvest, you receive 1/2/3 food for 1/3/5 cows, without having to give up the cows. At the end of the game, you receive 1 bonus point for every 2 cows.",1 per 2 cattle,False,True,992.0,931.0,707.0,254.0,3.09,0.7127016129,0.3592644979,3.66,3.6371391418,
I93,Milking Shed,Minor Improvement,I,,3S 2C,,"In each harvest, at the beginning of the field phase, count the total number of sheep and cattle in all the players’ farms. You receive 1 food for each fifth sheep and for each third cattle.",2,False,True,825.0,218.0,68.0,12.0,6.11,0.0824242424,0.1764705882,0.21,0.1864018335,
K133,Milking Stool,Minor Improvement,K,,1W,2 Occupations,"Whenever you have cattle during the field phase of a harvest, you receive food: 1 food if you have 1 or 2 cattle; 2 food if you have 3 or 4 cattle; 3 food if you have 5 or more cattle. At the end of the game, you receive 1 bonus point for every 2 cattle.",,False,True,1083.0,1052.0,857.0,320.0,2.44,0.7913204063,0.3733955659,4.22,4.1521232301,
G56028,Miller,Occupation,G5,,,,"Whenever another player uses the ”Take 1 Grain” Action space, you may Bake bread. When you play this card, you can build a Baking Improvement by paying its costs.",,False,True,703.0,507.0,261.0,85.0,5.22,0.3712660028,0.3256704981,1.73,1.6412575396,
E41,Millstone,Minor Improvement,E,,1 stone,,"Whenever you bake 1 or more loaves of bread, take 2 additional food.",,False,True,798.0,224.0,113.0,19.0,5.89,0.14160401,0.1681415929,0.34,0.3220757329,
G040,Miner,Occupation,G,,,,"Whenever you use the ”Day Labourer” action space, you can take all the stone markers from one of the ”1 Stone” action spaces (stage 2 or stage 4) in the returning home phase (phase 4).",,False,False,355.0,132.0,50.0,8.0,5.78,0.1408450704,0.16,0.32,0.2961770624,
WM038,Minimalist,Occupation,Wm,,,,"At the end of the game, you receive 9/6/4/2 Bonus points for having exactly 0/1/2/3 Improvements in front of you.",,False,True,791.0,459.0,198.0,82.0,5.37,0.2503160556,0.4141414141,1.48,1.3537944006,
E40,Mini Pasture,Minor Improvement,E,,2F,,"When you play this card, immediately fence one space in your farmyard. After you play this card, pass it to the player on your left.",,False,True,983.0,957.0,860.0,224.0,3.31,0.8748728383,0.2604651163,3.26,0.00378528,
FR094,Miser,Occupation,Fr,,,,"Whenever you use a ”Build Room(s)” action on an Action space, you may pay 1 Wood/ Clay/ Stone less and 1 Reed less if you build exactly 1 Wood/ Clay/ Stone room. (It is irrelevant whether you build stables.)",,False,True,816.0,699.0,445.0,126.0,4.34,0.5453431373,0.2831460674,2.21,2.126569729,
772,Moldboardplow,Minor Improvement,I,,,,,,False,True,899.0,760.0,649.0,146.0,3.56,0.7219132369,0.2249614792,2.32,2.26999109,
773,Monstertamer,Occupation,G7,,,,,,False,False,294.0,257.0,191.0,53.0,4.66,0.6496598639,0.277486911,2.58,2.4944158666,
G041,Mooch,Occupation,G,,,,"When you play this card, choose another player. Until the end of the next harvest, you may convert animals, vegetables, grain, and building resources to food as if you owned the chosen player’s improvements in addition to yours.",,False,False,118.0,22.0,6.0,1.0,5.68,0.0508474576,0.1666666667,0.12,0.0807102502,
775,Moorpond,Minor Improvement,G6,,,,,,False,False,540.0,538.0,504.0,172.0,2.34,0.9333333333,0.3412698413,4.55,4.4780381288,
776,Morningprayer,Minor Improvement,G7,,,,,,False,False,232.0,108.0,88.0,25.0,4.56,0.3793103448,0.2840909091,1.54,1.4519424541,
777,Morningtrader,Occupation,G4,,,,,,False,False,864.0,846.0,803.0,291.0,1.67,0.9293981481,0.3623910336,4.81,4.799524106,
WM095,Mountain Cave,Minor Improvement,Wm,,1F,,"Each Harvest, you may use the Mountain Cave to exchange up to 1 Wood for 1 Stone.",1,False,True,1039.0,910.0,719.0,184.0,4.14,0.6920115496,0.2559109875,2.53,2.487681399,
779,Mountainfarmer,Occupation,G7,,,,,,False,False,148.0,132.0,94.0,28.0,4.14,0.6351351351,0.2978723404,2.7,2.7027027027,
G56026,Mountain Plowman,Occupation,G5,,,,"Whenever you Plow 1 or more fields, you receive 1 Sheep from the supply for each field you just plowed.",,False,True,728.0,656.0,445.0,142.0,4.37,0.6112637363,0.3191011236,2.79,2.7301430512,
781,Mudcleaner,Occupation,G7,,,,,,False,False,234.0,202.0,156.0,51.0,3.74,0.6666666667,0.3269230769,3.11,3.0736357659,
782,Muddybog2,Minor Improvement,,,,,,,False,True,,,,,,,,,,
G44982,Muddy Land,Minor Improvement,G4,,,2 Occupations,"Whenever you use the ”Plow 1 field” Action space, you receive 2 Clay for each field you Plow.",,False,True,854.0,758.0,646.0,180.0,3.45,0.756440281,0.2786377709,3.01,2.9224804676,
G54970,Muddy Waters,Minor Improvement,G5,,,5 played cards,"Alternate placing 1 Food andr Clay on each remaining even-numbered Round space starting with Food. At the start of these Rounds, you receive the item.",1,False,True,858.0,805.0,714.0,225.0,3.18,0.8321678322,0.3151260504,3.75,3.6990320604,
785,Mudpatch,Minor Improvement,,,,,,,False,True,,,,,,,,,,
E196,Mushroom Collector,Occupation,E,1+,,,"Whenever you use a family member's action to take wood from an Action space, you can leave 1 of the wood on the space and take 2 food in exchange.",,False,True,861.0,637.0,402.0,86.0,4.72,0.4668989547,0.2139303483,1.43,1.3914168992,
FR095,Musketeer,Occupation,Fr,,,,"Place an Arrow marker in the intersection between 4 Action spaces. At the end of each Work phase, if 2/3/4 of those spaces are occupied by your Family members, you receive 1 Sheep / Wild boar / Cattle.",,False,True,716.0,184.0,59.0,18.0,6.19,0.0824022346,0.3050847458,0.36,0.2982672095,
788,Mycabbage,Minor Improvement,G6,,,,,,False,True,578.0,534.0,351.0,129.0,3.52,0.607266436,0.3675213675,3.19,3.07933128,
G55511,Nail Basket,Minor Improvement,G5,,1R,,"Whenever you use a Wood Accumulation space, you may place 1 Stone from your supply on the space to take a ”Fences” Action. The next player to use the space takes the Stone.",1,False,True,708.0,604.0,450.0,119.0,4.39,0.6355932203,0.2644444444,2.4,2.3477715003,
790,Native,Occupation,G4,,,,,,False,True,472.0,459.0,445.0,163.0,1.66,0.9427966102,0.3662921348,4.93,4.9001550725,
G66315,Naturalist,Occupation,G6,,,,"When you Plow your 5th, 6th, 7th, and 8th field, you may pay 1 Food to receive a Guest token that you place that round as you would a Family member.",,False,True,580.0,488.0,300.0,90.0,4.55,0.5172413793,0.3,2.22,2.1798029557,
FR037,Necklace,Minor Improvement,Fr,,1S,1 Occupation,"Whenever at the end of a Work phase, you have at least 2 Family members occupying 2 orthogonally adjacent Action spaces, you receive 1 Food.",,True,False,793.0,237.0,139.0,30.0,5.95,0.1752837327,0.2158273381,0.54,0.5015623603,
793,Necklace1P,Minor Improvement,,,,,,,False,True,,,,,,,,,,
794,Negotiation,Minor Improvement,G6,,,,,,False,False,539.0,244.0,128.0,23.0,5.55,0.2374768089,0.1796875,0.61,0.547682547,
I248,Net Fisherman,Occupation,I,1+,,,"If one of your people uses an Action space that provides reeds, you can take all food markers from the 'Catch fish' space in the Returning home phase.",,False,True,762.0,262.0,108.0,18.0,5.66,0.1417322835,0.1666666667,0.34,0.3124609424,
796,Newspecialisation,Minor Improvement,G7,,,,,,False,False,297.0,157.0,89.0,37.0,5.17,0.2996632997,0.4157303371,1.78,0.0399932984,
G45037,Night Bazaar,Minor Improvement,G4,,2F,,"Immediately take 1 building resource from 2 Accumulation spaces. The resources taken must be different types. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,673.0,413.0,277.0,84.0,5.78,0.411589896,0.3032490975,1.78,0.0,
798,Nilefarmer,Occupation,G7,,,,,,False,True,238.0,218.0,174.0,37.0,3.58,0.731092437,0.2126436782,2.22,2.1825971768,
G55767,Ninja,Occupation,G5,,,,"Immediately move the person that played this Occupation to an occupied Action space except the ”Starting Player” Action space, and take that action.",,False,True,771.0,749.0,694.0,227.0,1.99,0.9001297017,0.3270893372,4.21,4.187858662,
G46142,Noble,Occupation,G4,,,,Once you live in a Stone house you may use an occupied Action space other than ”Start Player and/or Minor Improvement” once each round.,,True,False,838.0,805.0,695.0,233.0,1.9,0.8293556086,0.3352517986,3.97,3.9548967713,
801,Noticeboard,Minor Improvement,,,,,,,False,True,,,,,,,,,,
802,Novelist,Occupation,,,,,,,False,True,,,,,,,,,,
G68823,Nurse Maid,Occupation,G6,,,,"Whenever another player has a larger family than you after offspring, you receive 1 Food. If that player has at least 2 more Family members than you, you receive 1 Good of your choice instead.",,False,True,585.0,296.0,160.0,56.0,5.66,0.2735042735,0.35,1.37,1.2478632479,
WM096,Oak Cask,Minor Improvement,Wm,,1W,,"When you play this card, place 1 Food from the general supply on it. During the Field phase of each Harvest, add 1 Food from the general supply to this card if it has Food on it. At any time, you may take all of the Food from this card.",,False,True,952.0,653.0,492.0,137.0,4.98,0.5168067227,0.2784552846,2.06,1.9638953142,
